time,Open,High,Low,Close,Volume
2022-04-30,93.93,94.93,82.03,84.65,1959304.12
2022-05-01,84.65,93.11,84.17,89.68,2200709.16
2022-05-02,89.68,90.86,85.08,87.47,2287116.25
2022-05-03,87.47,88.78,84.64,85.84,1604810.84
2022-05-04,85.84,93.03,85.46,92.75,2575033.7
2022-05-05,92.75,95.17,81.42,84.51,3625715.75
2022-05-06,84.51,84.75,79.94,81.65,3616134.95
2022-05-07,81.65,82.27,77.19,78.83,2005037.19
2022-05-08,78.83,79.34,73.71,75.31,2819493.28
2022-05-09,75.31,77.19,61.79,62.11,7246994.55
2022-05-10,62.11,74.03,60.24,66.85,8663155.94
2022-05-11,66.85,68.35,43.12,50.82,15957352.44
2022-05-12,50.82,53.97,35.95,44.58,15723015.66
2022-05-13,44.58,56.27,43.83,48.86,9887539.42
2022-05-14,48.86,53.7,45.87,52.34,5575843.92
2022-05-15,52.34,59.19,49.59,58.74,4954718.77
2022-05-16,58.74,58.75,51.87,53.69,6021129.02
2022-05-17,53.69,58.14,53.03,57.02,4589718.32
2022-05-18,57.02,57.82,49.39,49.83,5825637.82
2022-05-19,49.83,53.99,48.22,52.12,6696296.07
2022-05-20,52.12,53.57,47.76,49.37,6039991.39
2022-05-21,49.37,51.16,48.38,50.25,2759420.15
2022-05-22,50.25,53.12,49.64,52.46,3090112.37
2022-05-23,52.46,54.61,48.58,49.1,5180556.16
2022-05-24,49.1,50.78,47.06,49.63,5369431.22
2022-05-25,49.63,50.48,47.52,47.92,3530159.51
2022-05-26,47.92,48.59,41.69,43.43,7628786.37
2022-05-27,43.43,43.89,39.97,41.1,7870479.44
2022-05-28,41.1,44.99,40.25,44.22,4074352.34
2022-05-29,44.22,45.56,41.8,44.92,4412964.61
2022-05-30,44.92,48.32,44.23,47.18,5901925.14
2022-05-31,47.18,48.17,44.56,45.74,5493551.75
2022-06-01,45.74,46.1,39.59,40.09,6914733.13
2022-06-02,40.09,41.55,38.11,40.82,7651208.5
2022-06-03,40.82,41.51,37.66,38.23,6611299.02
2022-06-04,38.23,39.46,35.72,38.97,5090195.02
2022-06-05,38.97,40.17,37.83,38.49,4268920.92
2022-06-06,38.49,44.65,38.31,42.36,8284132.85
2022-06-07,42.36,42.65,37.36,39.29,8130121.86
2022-06-08,39.29,40.89,38.29,38.79,5050369.27
2022-06-09,38.79,41.9,38.41,39.93,5339044.2
2022-06-10,39.93,40.87,36.81,37.12,5668853.14
2022-06-11,37.12,37.88,33.15,33.86,5160406.77
2022-06-12,33.86,34.4,30.54,30.59,7401821.94
2022-06-13,30.59,31.05,26.02,28.54,17083003.9
2022-06-14,28.54,32.2,25.84,29.51,13870923.1
2022-06-15,29.51,34.8,26.75,34.71,13304097.12
2022-06-16,34.71,35.9,29.53,30.08,10637248.82
2022-06-17,30.08,32.08,29.23,30.67,6623005.68
2022-06-18,30.67,31.97,27.06,31.97,10519503.65
2022-06-19,31.97,35.31,28.69,34.16,9151416.16
2022-06-20,34.16,36.84,31.7,35.22,9285359.44
2022-06-21,35.22,39.11,34.2,36.37,7527384.28
2022-06-22,36.37,36.84,33.61,34.07,7898802.12
2022-06-23,34.07,38.57,33.89,38.13,7421955.3
2022-06-24,38.13,42.87,37.65,41.87,6783655.3
2022-06-25,41.87,42.56,39.73,42.2,4770586.29
2022-06-26,42.2,42.45,39.16,39.38,5251937.14
2022-06-27,39.38,41.22,37.96,38.46,5915709.95
2022-06-28,38.46,39.85,35.04,35.29,7448287.03
2022-06-29,35.29,36.05,33.09,33.96,8380803.43
2022-06-30,33.96,34.14,30.88,33.74,9061004.01
2022-07-01,33.74,35.34,31.75,32.8,8383772.89
2022-07-02,32.8,34.09,31.82,33.32,3350056.32
2022-07-03,33.32,33.63,32.11,33.36,2677536.45
2022-07-04,33.36,36.89,32.42,36.68,4387571.81
2022-07-05,36.68,36.93,33.11,35.37,6889458.52
2022-07-06,35.37,37.57,34.78,37.01,6261211.67
2022-07-07,37.01,39.23,36.37,38.46,4946490.06
2022-07-08,38.46,39.81,36.45,38.11,6270203.11
2022-07-09,38.11,38.88,37.76,38.05,3005204.91
2022-07-10,38.05,38.12,36.26,36.66,2970464.22
2022-07-11,36.66,36.71,33.23,33.4,5402759.69
2022-07-12,33.4,34.56,32.57,32.66,5210730.13
2022-07-13,32.66,35.03,31.85,34.93,7858859.19
2022-07-14,34.93,37.26,33.56,37.13,7284823.22
2022-07-15,37.13,39.07,36.52,37.37,5896972.54
2022-07-16,37.37,40.45,36.36,39.59,4951313.7
2022-07-17,39.59,41.07,38.3,38.62,4661533.32
2022-07-18,38.62,44.04,38.55,43.54,7088381.74
2022-07-19,43.54,47.45,42.56,44.88,9663727.44
2022-07-20,44.88,46.32,41.27,42.03,8465412.99
2022-07-21,42.03,44.07,39.67,43.11,8199665.44
2022-07-22,43.11,44.32,40.04,40.55,5679068.23
2022-07-23,40.55,41.92,38.62,39.98,3944732.24
2022-07-24,39.98,42.09,39.48,40.96,3293822.63
2022-07-25,40.96,41.1,36.58,36.6,6038450.63
2022-07-26,36.6,36.81,34.68,36.27,5542444.4
2022-07-27,36.27,40.54,35.68,40.24,6778777.45
2022-07-28,40.24,44.19,39.05,42.94,8461346.65
2022-07-29,42.94,44.4,41.18,41.93,6428823.87
2022-07-30,41.93,46.68,41.46,43.85,6641146.16
2022-07-31,43.85,45.21,42.24,42.37,4126065.16
2022-08-01,42.37,43.26,40.61,41.66,4605572.28
2022-08-02,41.66,42.43,39.53,39.75,4882067.06
2022-08-03,39.75,41.02,37.48,38.57,9655666.41
2022-08-04,38.57,39.82,37.96,38.82,3664255.31
2022-08-05,38.82,41.34,38.71,40.56,4532903.94
2022-08-06,40.56,40.91,39.85,40.07,1978716.3
2022-08-07,40.07,41.55,39.22,40.62,2224721.28
2022-08-08,40.62,43.69,40.56,42.22,4151072.14
2022-08-09,42.22,42.76,39.76,40.35,3761403.08
2022-08-10,40.35,42.87,39.17,42.48,5284120.12
2022-08-11,42.48,45.33,42.37,42.8,5127216.02
2022-08-12,42.8,45.53,42.18,45.52,4054602.07
2022-08-13,45.52,48.4,45.31,46.6,4669543.99
2022-08-14,46.6,48.07,44.58,44.87,3875796.32
2022-08-15,44.87,47.24,42.76,43.73,5378678.81
2022-08-16,43.73,44.31,42.56,43.09,4289771.2
2022-08-17,43.09,44.72,40.18,40.53,6378033.61
2022-08-18,40.53,41.67,39.34,39.51,4087320.14
2022-08-19,39.51,39.59,35.57,35.82,9636616.35
2022-08-20,35.82,37.26,34.19,35.28,6485931.35
2022-08-21,35.28,37.03,34.54,36.48,5197128.58
2022-08-22,36.48,36.54,33.76,35.42,6004047.83
2022-08-23,35.42,36.1,34.24,35.65,3802784.16
2022-08-24,35.65,36.39,34.31,34.88,3915754.42
2022-08-25,34.88,36.48,34.87,35.28,3414272.79
2022-08-26,35.28,35.78,31.37,31.73,5745895.83
2022-08-27,31.73,32.24,30.87,31.52,3343498.15
2022-08-28,31.52,32.21,30.13,30.43,2632653.67
2022-08-29,30.43,32.64,29.97,32.43,4901131.73
2022-08-30,32.43,33.07,30.64,31.47,4502789.86
2022-08-31,31.47,32.96,31.18,31.49,3939540.22
2022-09-01,31.49,31.78,30.44,31.6,3324450.67
2022-09-02,31.6,32.38,30.77,31.24,3251834.15
2022-09-03,31.24,31.28,30.81,31.11,1415262.06
2022-09-04,31.11,32.19,31.03,32.16,1523749.06
2022-09-05,32.16,32.52,31.15,32.17,2294101.71
2022-09-06,32.17,33.86,30.46,30.89,4955734.88
2022-09-07,30.89,32.93,30.32,32.7,2967920.3
2022-09-08,32.7,34.0,32.02,33.61,3740679.48
2022-09-09,33.61,35.95,33.6,34.69,4467169.9
2022-09-10,34.69,35.42,34.29,35.06,2248530.79
2022-09-11,35.06,35.99,34.08,35.01,2375829.52
2022-09-12,35.01,38.37,34.42,37.46,5923504.29
2022-09-13,37.46,38.96,32.94,32.99,7027248.59
2022-09-14,32.99,34.34,32.71,34.12,3459539.29
2022-09-15,34.12,34.86,32.29,33.07,4107770.09
2022-09-16,33.07,33.25,31.54,32.24,3036014.19
2022-09-17,32.24,33.89,32.22,33.69,1554348.99
2022-09-18,33.69,33.99,30.87,31.1,2453159.56
2022-09-19,31.1,33.08,30.62,32.63,3758734.2
2022-09-20,32.63,32.88,31.31,31.42,3079926.81
2022-09-21,31.42,33.44,30.04,30.69,4800958.2
2022-09-22,30.69,32.86,30.59,32.42,2971806.03
2022-09-23,32.42,33.96,31.21,33.66,4031557.19
2022-09-24,33.66,34.76,33.15,33.39,3117720.63
2022-09-25,33.39,34.03,31.9,32.33,2335663.47
2022-09-26,32.33,33.95,31.88,33.88,3450053.67
2022-09-27,33.88,35.41,32.08,32.68,4957169.43
2022-09-28,32.68,33.8,31.64,33.23,4160654.58
2022-09-29,33.23,34.41,32.65,33.93,3824365.0
2022-09-30,33.93,35.2,32.62,33.25,4900983.57
2022-10-01,33.25,33.25,32.37,32.44,1668638.88
2022-10-02,32.44,33.02,31.91,32.06,1966178.92
2022-10-03,32.06,33.26,31.8,32.9,2530711.35
2022-10-04,32.9,34.4,32.84,34.11,3154929.7
2022-10-05,34.11,34.38,33.21,34.05,2644378.06
2022-10-06,34.05,34.5,33.27,33.36,3039589.7
2022-10-07,33.36,33.77,32.43,32.99,2406636.6
2022-10-08,32.99,33.07,32.37,32.59,1138635.51
2022-10-09,32.59,33.13,32.45,32.93,1090694.8
2022-10-10,32.93,33.45,31.93,31.95,2100371.15
2022-10-11,31.95,31.95,30.42,30.79,2880240.79
2022-10-12,30.79,31.54,30.67,31.16,1639042.35
2022-10-13,31.16,31.2,27.75,30.51,6157619.3
2022-10-14,30.51,31.98,29.64,30.0,3301617.74
2022-10-15,30.0,30.2,29.45,29.59,1339443.2
2022-10-16,29.59,30.52,29.56,30.16,1199882.76
2022-10-17,30.16,31.29,29.84,31.21,2100002.76
2022-10-18,31.21,31.48,29.74,30.14,2583935.82
2022-10-19,30.14,30.26,28.62,28.85,2560474.34
2022-10-20,28.85,29.47,27.97,28.01,3564702.97
2022-10-21,28.01,28.28,26.84,28.1,4297208.38
2022-10-22,28.1,28.22,27.49,28.01,1550004.68
2022-10-23,28.01,29.42,27.74,29.28,2371333.82
2022-10-24,29.28,29.49,28.17,28.3,2442548.31
2022-10-25,28.3,32.35,28.06,30.88,6811146.06
2022-10-26,30.88,32.12,30.65,31.29,4160813.15
2022-10-27,31.29,32.36,30.47,30.58,4972863.78
2022-10-28,30.58,32.55,30.12,32.07,3850018.25
2022-10-29,32.07,33.84,31.87,32.88,3681764.34
2022-10-30,32.88,33.54,31.95,32.94,2370113.95
2022-10-31,32.94,34.39,32.21,32.56,4599455.56
2022-11-01,32.56,33.39,32.16,32.2,2431250.21
2022-11-02,32.2,32.93,30.23,30.81,4482963.46
2022-11-03,30.81,32.24,30.61,30.85,2758395.0
2022-11-04,30.85,34.21,30.66,33.74,4730919.64
2022-11-05,33.74,38.74,33.67,36.89,6897046.2
2022-11-06,36.89,37.05,32.34,32.62,5215033.95
2022-11-07,32.62,33.12,28.15,29.62,9225208.37
2022-11-08,29.62,31.63,21.5,24.02,27262061.11
2022-11-09,24.02,24.03,12.08,14.17,32460754.83
2022-11-10,14.17,19.08,12.9,17.6,15923673.39
2022-11-11,17.6,18.25,15.15,16.35,7488574.0
2022-11-12,16.35,16.38,14.44,14.55,3578610.42
2022-11-13,14.55,14.71,13.02,13.17,4152013.85
2022-11-14,13.17,14.98,12.21,13.98,6128751.66
2022-11-15,13.98,15.09,13.8,14.29,4462120.79
2022-11-16,14.29,14.6,13.62,14.27,2735986.74
2022-11-17,14.27,14.51,12.92,13.64,4540401.29
2022-11-18,13.64,13.87,12.98,13.25,2519974.82
2022-11-19,13.25,13.26,12.58,12.82,1902620.53
2022-11-20,12.82,13.57,12.11,12.26,2780345.81
2022-11-21,12.26,12.27,11.26,11.83,4065932.9
2022-11-22,11.83,12.5,10.94,12.43,4671563.83
2022-11-23,12.43,14.46,12.39,14.34,7013958.68
2022-11-24,14.34,14.93,13.84,14.59,4307954.01
2022-11-25,14.59,14.6,13.89,14.01,2666032.73
2022-11-26,14.01,14.95,13.96,14.17,2511676.18
2022-11-27,14.17,14.44,14.05,14.1,2105273.36
2022-11-28,14.1,14.17,12.78,13.33,4711437.14
2022-11-29,13.33,13.95,13.15,13.34,2323948.83
2022-11-30,13.34,14.32,13.23,14.15,3469156.43
2022-12-01,14.15,14.19,13.4,13.52,1998841.1
2022-12-02,13.52,13.81,13.33,13.72,1575573.25
2022-12-03,13.72,13.77,13.22,13.3,905101.96
2022-12-04,13.3,13.75,13.27,13.71,864389.92
2022-12-05,13.71,14.16,13.59,13.82,2146357.91
2022-12-06,13.82,14.38,13.81,14.29,2152398.03
2022-12-07,14.29,14.33,13.44,13.5,1902068.76
2022-12-08,13.5,13.78,13.27,13.69,1252396.78
2022-12-09,13.69,14.02,13.5,13.58,1330607.05
2022-12-10,13.58,13.72,13.54,13.57,550796.26
2022-12-11,13.57,13.8,13.39,13.43,827453.16
2022-12-12,13.43,13.48,12.84,13.32,2085456.34
2022-12-13,13.32,14.15,12.78,13.89,2992939.19
2022-12-14,13.89,14.95,13.81,14.12,4189087.53
2022-12-15,14.12,14.52,13.87,14.04,2511806.69
2022-12-16,14.04,14.17,11.99,12.24,4570261.87
2022-12-17,12.24,12.55,11.94,12.51,2981168.51
2022-12-18,12.51,12.61,12.27,12.37,1399964.88
2022-12-19,12.37,12.59,11.67,11.94,2992173.62
2022-12-20,11.94,12.48,11.83,12.26,2459396.5
2022-12-21,12.26,12.29,11.9,12.14,1956364.44
2022-12-22,12.14,12.19,11.67,11.81,2686800.17
2022-12-23,11.81,12.11,11.72,11.78,1938721.32
2022-12-24,11.78,11.79,11.12,11.45,3016872.26
2022-12-25,11.45,11.55,11.24,11.39,1011401.14
2022-12-26,11.39,11.49,11.06,11.33,1632701.61
2022-12-27,11.33,11.44,10.72,11.09,2679692.08
2022-12-28,11.09,11.12,9.421,9.759,8263399.01
2022-12-29,9.759,10.82,8.028,9.641,11474675.57
2022-12-30,9.641,10.23,9.03,9.909,12938619.99
2022-12-31,9.909,10.18,9.659,9.952,4003762.59
2023-01-01,9.952,10.08,9.7,9.99,3717429.17
2023-01-02,9.99,11.97,9.791,11.28,6930407.48
2023-01-03,11.28,13.8,11.01,13.39,10274568.45
2023-01-04,13.39,14.22,12.82,13.44,10543054.16
2023-01-05,13.44,13.86,12.95,13.43,4946914.33
2023-01-06,13.43,13.59,12.69,13.5,5090840.98
2023-01-07,13.5,13.5,13.01,13.1,1903347.69
2023-01-08,13.1,14.87,12.85,14.45,5128425.36
2023-01-09,14.45,17.52,14.29,16.26,16507038.83
2023-01-10,16.26,16.73,15.57,16.21,7263067.41
2023-01-11,16.21,16.6,15.29,16.37,5770927.92
2023-01-12,16.37,16.97,15.59,16.6,7520429.1
2023-01-13,16.6,18.6,16.32,18.29,7751192.4
2023-01-14,18.29,24.72,18.21,24.24,19047944.18
2023-01-15,24.24,24.91,21.99,22.88,9730791.48
2023-01-16,22.88,25.0,22.27,23.58,8315802.17
2023-01-17,23.58,23.95,22.72,22.89,5233561.56
2023-01-18,22.89,23.62,20.34,20.81,9877415.06
2023-01-19,20.81,21.86,20.43,21.4,4845438.93
2023-01-20,21.4,25.81,20.93,25.54,7144165.43
2023-01-21,25.54,26.46,24.38,24.57,7960756.56
2023-01-22,24.57,25.43,23.52,24.22,5113072.36
2023-01-23,24.22,24.93,23.76,24.35,4270924.46
2023-01-24,24.35,25.21,22.41,22.77,3774704.92
2023-01-25,22.77,25.41,22.24,24.51,5284710.97
2023-01-26,24.51,25.22,23.79,24.35,3024929.42
2023-01-27,24.35,24.95,23.36,24.44,3618766.16
2023-01-28,24.44,25.19,23.74,24.01,1813018.67
2023-01-29,24.01,26.76,23.73,26.08,4025288.24
2023-01-30,26.08,26.32,23.29,23.97,4465263.73
2023-01-31,23.97,24.46,23.49,23.93,2511422.16
2023-02-01,23.93,25.2,22.51,25.0,4564231.8
2023-02-02,25.0,26.14,24.12,24.32,4348122.0
2023-02-03,24.32,25.22,24.05,24.68,2855668.52
2023-02-04,24.68,24.94,24.2,24.36,935122.41
2023-02-05,24.36,24.47,23.05,23.49,1790002.54
2023-02-06,23.49,23.73,22.51,22.69,1538910.85
2023-02-07,22.69,23.96,22.55,23.84,2381944.06
2023-02-08,23.84,24.2,22.81,23.22,1778403.82
2023-02-09,23.22,23.34,20.01,20.47,3179112.6
2023-02-10,20.47,21.21,19.71,20.13,2528073.07
2023-02-11,20.13,20.92,20.11,20.82,1019733.58
2023-02-12,20.82,22.43,20.63,21.51,1900438.7
2023-02-13,21.51,21.6,19.76,20.78,2763693.25
2023-02-14,20.78,22.38,20.69,21.85,3127307.48
2023-02-15,21.85,23.98,21.46,23.87,2839483.85
2023-02-16,23.87,24.15,22.21,22.26,3444216.87
2023-02-17,22.26,23.56,22.04,23.17,2109039.54
2023-02-18,23.17,23.92,22.93,23.47,1228432.23
2023-02-19,23.47,25.63,23.22,24.85,3095573.15
2023-02-20,24.85,27.11,24.13,26.26,4632944.61
2023-02-21,26.26,26.61,24.5,24.98,3199162.9
2023-02-22,24.98,25.23,23.22,24.17,3502880.85
2023-02-23,24.17,24.7,23.61,23.92,2043966.7
2023-02-24,23.92,24.14,22.49,23.08,2139995.26
2023-02-25,23.07,23.33,21.46,22.4,1497905.13
2023-02-26,22.4,23.53,22.24,23.28,1304479.62
2023-02-27,23.28,23.41,22.33,22.67,1973417.58
2023-02-28,22.67,22.77,21.8,21.88,1713390.02
2023-03-01,21.88,22.89,21.7,22.51,1434134.22
2023-03-02,22.51,22.66,21.69,21.99,1416151.15
2023-03-03,21.99,22.01,20.4,21.42,2171732.67
2023-03-04,21.42,21.61,20.3,20.99,764652.14
2023-03-05,20.99,21.67,20.84,20.97,1581049.91
2023-03-06,20.97,21.16,20.48,20.62,1826091.23
2023-03-07,20.62,20.95,19.73,20.24,2629195.67
2023-03-08,20.24,20.38,18.14,18.42,4279252.34
2023-03-09,18.42,18.75,16.73,17.35,5920710.97
2023-03-10,17.35,18.41,16.02,18.24,7733108.26
2023-03-11,18.24,19.12,17.05,18.21,3772210.37
2023-03-12,18.21,20.63,17.88,20.32,4075182.7
2023-03-13,20.32,21.47,18.9,20.47,7637676.58
2023-03-14,20.47,22.19,19.85,20.93,6614947.51
2023-03-15,20.93,21.55,18.77,19.32,5266573.96
2023-03-16,19.32,19.95,18.97,19.72,3042224.88
2023-03-17,19.72,21.71,19.47,21.65,4509074.52
2023-03-18,21.65,22.92,21.12,21.26,4461864.14
2023-03-19,21.26,22.49,21.25,21.91,2423668.46
2023-03-20,21.91,23.97,21.45,22.2,6932667.31
2023-03-21,22.2,23.37,21.61,22.61,4607824.98
2023-03-22,22.61,23.12,21.01,21.46,5038675.7
2023-03-23,21.46,22.77,21.16,22.21,3432875.38
2023-03-24,22.21,22.3,20.29,20.68,3855459.85
2023-03-25,20.68,20.98,20.13,20.44,1062418.1
2023-03-26,20.44,21.16,20.32,20.96,869407.51
2023-03-27,20.96,20.99,19.4,19.9,1756147.27
2023-03-28,19.9,20.84,19.63,20.45,1803506.26
2023-03-29,20.45,21.54,20.44,21.1,1701115.2
2023-03-30,21.1,21.67,20.18,20.55,2366467.04
2023-03-31,20.55,21.47,20.07,21.18,1407617.34
2023-04-01,21.18,21.33,20.8,21.09,592761.54
2023-04-02,21.09,21.3,20.27,20.53,715367.03
2023-04-03,20.53,21.0,19.99,20.46,2415569.79
2023-04-04,20.46,21.25,20.31,20.92,1402483.73
2023-04-05,20.92,21.34,20.6,20.97,1714081.53
2023-04-06,20.97,20.99,20.47,20.62,1020641.45
2023-04-07,20.62,20.78,20.25,20.45,847016.28
2023-04-08,20.45,20.73,19.9,20.04,1044891.29
2023-04-09,20.04,20.44,19.91,20.3,538604.59
2023-04-10,20.3,20.96,20.1,20.92,1381946.13
2023-04-11,20.92,23.72,20.84,23.01,5608131.28
2023-04-12,23.01,24.46,22.35,23.82,4964985.22
2023-04-13,23.82,25.28,23.67,24.46,2798703.2
2023-04-14,24.46,25.51,23.77,24.74,3760093.83
2023-04-15,24.74,24.81,23.84,24.07,1355818.97
2023-04-16,24.07,25.49,23.86,25.37,1625974.06
2023-04-17,25.37,26.01,24.36,24.59,3259936.44
2023-04-18,24.59,25.45,24.0,24.83,2170782.91
2023-04-19,24.83,24.99,22.04,22.69,3985053.68
2023-04-20,22.69,23.16,21.58,22.2,3492673.13
2023-04-21,22.2,22.4,21.01,21.26,2615328.96
2023-04-22,21.26,21.98,21.06,21.8,950674.06
2023-04-23,21.8,22.24,20.98,21.47,1124806.65
2023-04-24,21.47,22.0,21.02,21.39,1394822.59
2023-04-25,21.39,21.95,20.75,21.94,1475990.8
2023-04-26,21.94,22.96,20.43,21.28,2877703.99
2023-04-27,21.28,22.54,21.2,22.33,2199862.29
2023-04-28,22.33,23.5,22.19,23.36,2361233.18
2023-04-29,23.36,23.82,22.95,23.2,1246144.51
2023-04-30,23.2,23.97,22.7,22.73,1372844.49
2023-05-01,22.73,22.88,21.59,21.97,1929816.28
2023-05-02,21.97,22.4,21.76,22.27,1310200.69
2023-05-03,22.27,22.3,21.25,22.24,1728560.62
2023-05-04,22.24,22.53,21.63,21.74,1275932.05
2023-05-05,21.74,23.07,21.66,22.85,2098591.65
2023-05-06,22.85,23.27,21.63,21.97,1641310.48
2023-05-07,21.97,22.8,21.69,21.7,1444135.14
2023-05-08,21.7,21.85,20.06,20.69,2754289.26
2023-05-09,20.69,21.06,20.4,20.69,1170238.48
2023-05-10,20.69,21.32,19.99,20.94,2069780.53
2023-05-11,20.94,20.95,19.8,20.2,1571469.04
2023-05-12,20.2,20.97,19.83,20.92,1961429.09
2023-05-13,20.92,21.29,20.79,20.85,896741.65
2023-05-14,20.85,21.26,20.64,20.94,820782.42
2023-05-15,20.94,21.52,20.62,20.99,1661879.18
2023-05-16,20.99,21.14,20.44,20.68,1562256.05
2023-05-17,20.68,21.19,20.43,21.06,1359624.9
2023-05-18,21.06,21.09,20.1,20.34,1563014.63
2023-05-19,20.34,20.58,20.24,20.35,598027.59
2023-05-20,20.35,20.36,20.12,20.28,589006.63
2023-05-21,20.28,20.39,19.44,19.62,875157.36
2023-05-22,19.62,20.02,19.31,19.53,1295260.86
2023-05-23,19.53,20.17,19.42,20.03,1164625.73
2023-05-24,20.03,20.06,18.78,19.22,1609688.29
2023-05-25,19.22,19.54,18.8,19.25,941891.4
2023-05-26,19.25,19.56,19.09,19.36,580973.24
2023-05-27,19.36,20.53,19.34,20.44,693897.83
2023-05-28,20.44,21.18,20.31,20.82,1122610.37
2023-05-29,20.82,20.99,20.28,20.59,971645.92
2023-05-30,20.59,21.43,20.48,21.27,1940379.13
2023-05-31,21.27,21.34,20.41,20.82,1220068.9
2023-06-01,20.82,20.99,20.43,20.51,915884.5
2023-06-02,20.51,21.37,20.32,21.26,1072349.98
2023-06-03,21.26,21.36,20.99,21.21,585145.78
2023-06-04,21.21,22.31,21.05,21.82,1339500.05
2023-06-05,21.82,22.06,19.23,20.02,3154591.96
2023-06-06,20.02,20.7,19.26,20.4,2091853.4
2023-06-07,20.4,20.54,18.53,18.63,2314791.72
2023-06-08,18.63,19.1,18.26,18.89,907949.52
2023-06-09,18.89,19.36,17.11,17.4,2121056.34
2023-06-10,17.4,17.41,13.13,15.64,5812236.49
2023-06-11,15.64,16.17,15.13,15.55,1411842.79
2023-06-12,15.55,15.68,14.75,15.18,1420312.63
2023-06-13,15.18,15.99,14.77,15.03,1422396.31
2023-06-14,15.03,15.35,14.12,14.48,1261873.28
2023-06-15,14.48,15.05,14.17,14.77,1283928.79
2023-06-16,14.77,15.45,14.43,15.32,1447075.02
2023-06-17,15.32,16.1,15.16,15.65,861853.97
2023-06-18,15.65,15.84,15.31,15.43,491829.19
2023-06-19,15.43,16.13,15.36,16.1,733133.44
2023-06-20,16.1,16.68,15.73,16.65,1517960.76
2023-06-21,16.65,17.41,16.57,17.24,2236078.72
2023-06-22,17.24,17.74,16.58,16.64,1315581.03
2023-06-23,16.64,17.55,16.19,17.15,2379666.35
2023-06-24,17.15,17.53,16.43,16.66,1235574.01
2023-06-25,16.66,17.38,16.58,16.97,1147278.85
2023-06-26,16.97,17.12,15.95,16.28,1436529.07
2023-06-27,16.28,16.93,16.14,16.63,1294930.16
2023-06-28,16.63,16.64,15.7,15.98,1747808.88
2023-06-29,15.98,18.27,15.87,17.99,2625741.97
2023-06-30,17.99,19.99,17.11,18.86,3056516.32
2023-07-01,18.86,19.01,17.91,18.71,1014465.05
2023-07-02,18.71,19.73,18.55,19.46,1577118.75
2023-07-03,19.46,19.65,18.87,19.27,1005093.69
2023-07-04,19.27,19.94,19.08,19.15,1029507.55
2023-07-05,19.15,19.39,18.45,19.0,1162282.9
2023-07-06,19.0,20.97,18.75,19.61,3637283.11
2023-07-07,19.61,21.7,19.27,21.51,3377031.9
2023-07-08,21.51,22.46,21.32,21.82,1959912.0
2023-07-09,21.82,22.35,21.01,21.33,1182257.39
2023-07-10,21.33,21.8,20.51,21.3,2078003.91
2023-07-11,21.3,22.34,21.22,22.07,1390885.71
2023-07-12,22.07,22.74,21.77,21.93,2038635.95
2023-07-13,21.93,26.79,21.44,26.02,4578046.59
2023-07-14,26.02,32.06,25.25,26.7,5914617.83
2023-07-15,26.7,29.1,26.51,27.45,2780586.56
2023-07-16,27.45,28.61,26.54,27.43,2089861.89
2023-07-17,27.43,28.47,25.61,26.83,2941926.93
2023-07-18,26.83,27.09,24.76,25.56,2439766.61
2023-07-19,25.56,26.99,25.37,26.31,2475618.52
2023-07-20,26.31,27.35,25.05,25.36,2241363.03
2023-07-21,25.36,26.01,25.07,25.51,1304691.93
2023-07-22,25.51,25.97,24.09,24.52,938917.66
2023-07-23,24.52,25.25,24.16,24.76,1196929.41
2023-07-24,24.76,24.83,22.87,23.37,1723093.66
2023-07-25,23.37,24.0,22.75,23.29,1322488.01
2023-07-26,23.29,25.65,23.18,25.18,2122730.31
2023-07-27,25.18,25.65,24.68,25.1,1602133.72
2023-07-28,25.1,25.52,24.52,24.81,1367070.84
2023-07-29,24.81,25.38,24.74,25.16,766106.34
2023-07-30,25.16,25.21,23.55,24.25,1208100.93
2023-07-31,24.25,24.79,23.54,23.72,1307825.71
2023-08-01,23.72,24.05,22.81,24.05,1443334.09
2023-08-02,24.05,24.27,22.87,23.14,1324116.92
2023-08-03,23.14,23.38,22.49,22.62,995059.72
2023-08-04,22.62,23.55,22.5,22.77,1252802.79
2023-08-05,22.77,22.91,22.22,22.63,561125.87
2023-08-06,22.63,23.44,22.57,23.18,797415.07
2023-08-07,23.18,23.61,22.33,23.11,817463.93
2023-08-08,23.11,24.77,23.01,24.21,1786984.87
2023-08-09,24.21,25.0,24.1,24.37,1347180.87
2023-08-10,24.37,24.88,24.11,24.59,788164.54
2023-08-11,24.59,24.89,24.32,24.61,820520.52
2023-08-12,24.61,25.18,24.38,24.91,643368.17
2023-08-13,24.91,24.94,24.19,24.21,512075.85
2023-08-14,24.21,25.28,24.05,25.17,1242430.01
2023-08-15,25.17,25.34,23.72,23.88,1419406.92
2023-08-16,23.88,24.0,22.38,22.79,1634691.24
2023-08-17,22.79,23.4,20.27,21.69,2361854.32
2023-08-18,21.69,22.19,20.92,21.33,1416246.63
2023-08-19,21.33,22.16,21.29,21.89,630110.33
2023-08-20,21.89,22.03,21.58,21.77,397985.71
2023-08-21,21.77,21.77,20.35,21.2,1222088.13
2023-08-22,21.2,21.27,19.37,20.56,1454890.19
2023-08-23,20.56,21.81,20.38,21.73,1538625.65
2023-08-24,21.73,22.02,20.68,21.05,1116271.21
2023-08-25,21.05,21.05,20.08,20.42,938883.12
